Entry	Entry name	Protein names	Gene names	Organism	Organism ID	Length	Mass	EC number	Gene ontology (biological process)	Gene ontology (cellular component)	Gene ontology (molecular function)	PubMed ID
Q5UP06	YR756_MIMIV	Uncharacterized protein R756	MIMI_R756	Acanthamoeba polyphaga mimivirus (APMV)	212035	298	34,843		rRNA processing [GO:0006364]	host cell cytoplasm [GO:0030430]	4 iron, 4 sulfur cluster binding [GO:0051539]; metal ion binding [GO:0046872]; RNA methyltransferase activity [GO:0008173]	15486256
Q5UR31	YR557_MIMIV	Uncharacterized protein R557	MIMI_R557	Acanthamoeba polyphaga mimivirus (APMV)	212035	160	17,983			host cell membrane [GO:0033644]; integral component of membrane [GO:0016021]; virion [GO:0019012]		15486256; 16971431
Q5UNV5	YL701_MIMIV	Uncharacterized protein L701	MIMI_L701	Acanthamoeba polyphaga mimivirus (APMV)	212035	203	22,204			host cell membrane [GO:0033644]; integral component of membrane [GO:0016021]; virion [GO:0019012]		15486256; 16971431
Q5UNW0	YR695_MIMIV	Uncharacterized protein R695	MIMI_R695	Acanthamoeba polyphaga mimivirus (APMV)	212035	147	16,247			host cell membrane [GO:0033644]; integral component of membrane [GO:0016021]; virion [GO:0019012]		15486256; 16971431
Q5UQ56	YR710_MIMIV	Uncharacterized protein R710	MIMI_R710	Acanthamoeba polyphaga mimivirus (APMV)	212035	194	21,939			host cell membrane [GO:0033644]; integral component of membrane [GO:0016021]; virion [GO:0019012]		15486256; 16971431
Q7T6X8	YR700_MIMIV	Uncharacterized serpin-like protein R700	MIMI_R700	Acanthamoeba polyphaga mimivirus (APMV)	212035	401	46,710			extracellular space [GO:0005615]	serine-type endopeptidase inhibitor activity [GO:0004867]	15486256
Q5UPD3	YR061_MIMIV	Putative BTB/POZ domain and WD-repeat protein R61	MIMI_R61	Acanthamoeba polyphaga mimivirus (APMV)	212035	496	57,581					15486256
Q5UPJ4	YL115_MIMIV	Putative helicase L115 (EC 3.6.4.-)	MIMI_L115	Acanthamoeba polyphaga mimivirus (APMV)	212035	1246	143,267	3.6.4.-			ATP binding [GO:0005524]; helicase activity [GO:0004386]	15486256
Q5UQB7	YR224_MIMIV	Putative BTB/POZ domain-containing protein R224	MIMI_R224	Acanthamoeba polyphaga mimivirus (APMV)	212035	540	62,603			integral component of membrane [GO:0016021]		15486256
Q5UQ22	YL207_MIMIV	Putative helicase L207/L206 (EC 3.6.4.-)	MIMI_L206 MIMI_L207	Acanthamoeba polyphaga mimivirus (APMV)	212035	960	111,988	3.6.4.-			ATP binding [GO:0005524]; helicase activity [GO:0004386]	15486256; 
Q5UPV0	YL272_MIMIV	Putative BTB/POZ domain-containing protein L272	MIMI_L272	Acanthamoeba polyphaga mimivirus (APMV)	212035	762	88,029					15486256
Q5UPL9	YR151_MIMIV	Uncharacterized acetyltransferase R151 (EC 2.3.1.-)	MIMI_R151	Acanthamoeba polyphaga mimivirus (APMV)	212035	212	25,070	2.3.1.-	metabolic process [GO:0008152]		acetyltransferase activity [GO:0016407]	15486256
Q5UPV4	YL280_MIMIV	Uncharacterized acetyltransferase L280 (EC 2.3.1.-)	MIMI_L280	Acanthamoeba polyphaga mimivirus (APMV)	212035	204	23,849	2.3.1.-	metabolic process [GO:0008152]		acetyltransferase activity [GO:0016407]	15486256
Q5UQ70	DNMK_MIMIV	Putative deoxynucleotide monophosphate kinase (DNK) (dNMP kinase) (EC 2.7.4.13)	MIMI_R512	Acanthamoeba polyphaga mimivirus (APMV)	212035	193	22,106	2.7.4.13			(deoxy)nucleoside-phosphate kinase activity [GO:0047507]; ATP binding [GO:0005524]	15486256
Q5UQP9	TBPL_MIMIV	TATA-box-binding protein-like (TATA-binding factor-like) (TATA-box factor-like) (TBP-like)	MIMI_R453	Acanthamoeba polyphaga mimivirus (APMV)	212035	367	42,487		DNA-templated transcription, initiation [GO:0006352]		DNA binding [GO:0003677]	15486256
Q5UQR9	YL334_MIMIV	Uncharacterized protein L334	MIMI_L334	Acanthamoeba polyphaga mimivirus (APMV)	212035	187	22,422					15486256
Q7T6X0	YR161_MIMIV	Uncharacterized protein R161	MIMI_R161	Acanthamoeba polyphaga mimivirus (APMV)	212035	433	50,902			virion [GO:0019012]		15486256; 16971431
Q5UQ80	YL515_MIMIV	Uncharacterized protein L515	MIMI_L515	Acanthamoeba polyphaga mimivirus (APMV)	212035	729	86,710			virion [GO:0019012]		15486256; 16971431
Q5UQF0	YL484_MIMIV	Putative ankyrin repeat protein L484	MIMI_L484	Acanthamoeba polyphaga mimivirus (APMV)	212035	1908	219,842			virion [GO:0019012]		15486256; 16971431
Q5UQH4	YL823_MIMIV	Uncharacterized protein L823	MIMI_L823	Acanthamoeba polyphaga mimivirus (APMV)	212035	323	36,484		regulation of DNA replication [GO:0006275]		DNA binding [GO:0003677]; DNA polymerase processivity factor activity [GO:0030337]	15486256
Q5UR40	YR559_MIMIV	Uncharacterized HTH-type transcriptional regulator R559	MIMI_R559	Acanthamoeba polyphaga mimivirus (APMV)	212035	226	26,345		regulation of transcription, DNA-templated [GO:0006355]; transcription, DNA-templated [GO:0006351]		sequence-specific DNA binding [GO:0043565]	15486256
Q5UQ63	YR654_MIMIV	Putative fucosyltransferase R654 (EC 2.4.1.-)	MIMI_R654	Acanthamoeba polyphaga mimivirus (APMV)	212035	600	70,731	2.4.1.-	protein glycosylation [GO:0006486]	membrane [GO:0016020]	fucosyltransferase activity [GO:0008417]	15486256
Q5UPR5	YL775_MIMIV	Putative PAN domain-containing protein L775	MIMI_L775	Acanthamoeba polyphaga mimivirus (APMV)	212035	203	22,760					15486256
Q5UQY3	YL887_MIMIV	Putative JmjC domain-containing protein L887	MIMI_L887	Acanthamoeba polyphaga mimivirus (APMV)	212035	604	70,945			integral component of membrane [GO:0016021]		15486256
Q5UPU7	YL264_MIMIV	Uncharacterized WD repeat-containing protein L264	MIMI_L264	Acanthamoeba polyphaga mimivirus (APMV)	212035	1389	152,316			virion [GO:0019012]		15486256; 16971431
P02599	CALM_DICDI	Calmodulin (CaM)	calA camA DDB_G0279407	Dictyostelium discoideum (Slime mold)	44689	152	17,151		establishment of protein localization to vacuole [GO:0072666]; mitotic cytokinesis [GO:0000281]; negative regulation of asexual reproduction [GO:1903665]; negative regulation of proteolysis [GO:0045861]; positive regulation of ATPase activity [GO:0032781]; positive regulation of cyclic-nucleotide phosphodiesterase activity [GO:0051343]; positive regulation of positive chemotaxis to cAMP [GO:0061122]; regulation of kinase activity [GO:0043549]	contractile vacuole [GO:0000331]; cytoplasm [GO:0005737]; extracellular matrix [GO:0031012]; extracellular space [GO:0005615]; intracellular [GO:0005622]; nucleus [GO:0005634]	calcium ion binding [GO:0005509]; cell adhesion molecule binding [GO:0050839]; kinase binding [GO:0019900]; protein kinase binding [GO:0019901]; troponin I binding [GO:0031013]	1493336; 15875012; 6087882; 3785182; 6243626; 1629238; 11923193; 11919178; 12912885; 15363631; 14595117; 15883042; 16777069; 16782229
P36010	NDK_YEAST	Nucleoside diphosphate kinase (NDK) (NDP kinase) (EC 2.7.4.6)	YNK1 NDK1 YNK YKL067W YKL333	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	153	17,167	2.7.4.6	cellular response to DNA damage stimulus [GO:0006974]; CTP biosynthetic process [GO:0006241]; DNA repair [GO:0006281]; GTP biosynthetic process [GO:0006183]; nucleoside diphosphate phosphorylation [GO:0006165]; nucleoside triphosphate biosynthetic process [GO:0009142]; UTP biosynthetic process [GO:0006228]	cytosol [GO:0005829]; mitochondrial intermembrane space [GO:0005758]	ATP binding [GO:0005524]; identical protein binding [GO:0042802]; metal ion binding [GO:0046872]; nucleoside diphosphate kinase activity [GO:0004550]	8392963; 8091863; 8196765; 24374639; 17322287; 4576138; 1659321; 12472466; 14562106; 16957983; 18407956; 18983998; 18607079
Q5UQP7	YR455_MIMIV	Uncharacterized protein R455	MIMI_R455	Acanthamoeba polyphaga mimivirus (APMV)	212035	230	27,181			integral component of membrane [GO:0016021]		15486256
Q5UQF7	YR489_MIMIV	Uncharacterized protein R489	MIMI_R489	Acanthamoeba polyphaga mimivirus (APMV)	212035	221	25,475			virion [GO:0019012]		15486256; 16971431
Q5UNV0	YR692_MIMIV	Uncharacterized protein R692	MIMI_R692	Acanthamoeba polyphaga mimivirus (APMV)	212035	354	39,948			virion [GO:0019012]		15486256; 16971431
Q5UNU7	YL682_MIMIV	Uncharacterized protein L682	MIMI_L682	Acanthamoeba polyphaga mimivirus (APMV)	212035	114	12,851			integral component of membrane [GO:0016021]		15486256
Q5UQD3	YR468_MIMIV	Uncharacterized protein R468	MIMI_R468	Acanthamoeba polyphaga mimivirus (APMV)	212035	240	27,950			integral component of membrane [GO:0016021]		15486256
Q5URB6	YR843_MIMIV	Uncharacterized hydrolase R843 (EC 3.-.-.-)	MIMI_R843	Acanthamoeba polyphaga mimivirus (APMV)	212035	312	36,132	3.-.-.-			hydrolase activity [GO:0016787]	15486256
Q5UPZ7	YR307_MIMIV	PP2C-like domain-containing protein R307	MIMI_R307	Acanthamoeba polyphaga mimivirus (APMV)	212035	179	20,751			virion [GO:0019012]	protein serine/threonine phosphatase activity [GO:0004722]	15486256; 16971431
Q5UNT8	YL678_MIMIV	Putative SET domain-containing protein L678 (EC 2.1.1.-)	MIMI_L678	Acanthamoeba polyphaga mimivirus (APMV)	212035	255	29,817	2.1.1.-			methyltransferase activity [GO:0008168]	15486256
Q5UR88	PEBPH_MIMIV	Phosphatidylethanolamine-binding protein homolog R644	MIMI_R644	Acanthamoeba polyphaga mimivirus (APMV)	212035	143	16,882			virion [GO:0019012]	lipid binding [GO:0008289]	15486256; 16971431
Q5UR19	YR656_MIMIV	Uncharacterized protein R656	MIMI_R656	Acanthamoeba polyphaga mimivirus (APMV)	212035	492	54,291			extracellular region [GO:0005576]	oxidoreductase activity [GO:0016491]	15486256
Q5UQB9	YL222_MIMIV	Putative SET domain-containing protein L222 (EC 2.1.1.-)	MIMI_L222	Acanthamoeba polyphaga mimivirus (APMV)	212035	314	35,777	2.1.1.-			methyltransferase activity [GO:0008168]	15486256
Q5UQ49	HSP70_MIMIV	Heat shock 70 kDa protein homolog	HSP70 MIMI_L393	Acanthamoeba polyphaga mimivirus (APMV)	212035	634	70,514				ATP binding [GO:0005524]	15486256
Q5UQM4	YR431_MIMIV	Putative 3'-5' exonuclease R431 (EC 3.1.11.-)	MIMI_R431	Acanthamoeba polyphaga mimivirus (APMV)	212035	399	46,309	3.1.11.-			3'-5' exonuclease activity [GO:0008408]; nucleic acid binding [GO:0003676]	15486256
Q5UNZ2	YR739_MIMIV	Putative BTB/POZ domain and WD-repeat protein R739	MIMI_R739	Acanthamoeba polyphaga mimivirus (APMV)	212035	490	56,621					15486256
Q5UNX1	YL716_MIMIV	Putative glutamine amidotransferase-like protein L716	MIMI_L716	Acanthamoeba polyphaga mimivirus (APMV)	212035	205	23,676		glutamine metabolic process [GO:0006541]		transferase activity [GO:0016740]	15486256
Q5UQD7	SUI1_MIMIV	Protein translation factor SUI1 homolog	MIMI_R464	Acanthamoeba polyphaga mimivirus (APMV)	212035	106	12,541		regulation of translation [GO:0006417]		translation initiation factor activity [GO:0003743]	15486256
Q5UPR9	YL786_MIMIV	Putative BTB/POZ domain and WD-repeat protein R786	MIMI_L786	Acanthamoeba polyphaga mimivirus (APMV)	212035	492	56,601					15486256
Q5UNY1	YR731_MIMIV	Putative BTB/POZ domain and WD-repeat protein R731	MIMI_R731	Acanthamoeba polyphaga mimivirus (APMV)	212035	518	59,980					15486256
Q5UQI0	YR830_MIMIV	Putative BTB/POZ domain-containing protein R830	MIMI_R830	Acanthamoeba polyphaga mimivirus (APMV)	212035	477	56,048					15486256
Q5UPH2	YL098_MIMIV	Putative BTB/POZ domain-containing protein L98	MIMI_L98	Acanthamoeba polyphaga mimivirus (APMV)	212035	495	57,550					15486256
Q5UPL6	YR154_MIMIV	Putative BTB/POZ domain and WD-repeat protein R154	MIMI_R154	Acanthamoeba polyphaga mimivirus (APMV)	212035	468	54,628					15486256
Q5URB7	YR842_MIMIV	Putative BTB/POZ domain-containing protein R842	MIMI_R842	Acanthamoeba polyphaga mimivirus (APMV)	212035	504	59,320					15486256
Q5UR45	YL572_MIMIV	Putative AAA family ATPase L572	MIMI_L572	Acanthamoeba polyphaga mimivirus (APMV)	212035	196	22,163		mitochondrial respiratory chain complex III assembly [GO:0034551]		ATP binding [GO:0005524]	15486256
Q5UPS2	YL783_MIMIV	Putative BTB/POZ domain and WD-repeat protein R783	MIMI_L783	Acanthamoeba polyphaga mimivirus (APMV)	212035	527	61,293					15486256
Q5UR48	YR569_MIMIV	Uncharacterized exonuclease R569 (EC 3.1.-.-)	MIMI_R569	Acanthamoeba polyphaga mimivirus (APMV)	212035	321	37,292	3.1.-.-			exonuclease activity [GO:0004527]; nucleic acid binding [GO:0003676]	15486256
Q5UPB5	YL035_MIMIV	Putative BTB/POZ domain-containing protein L35	MIMI_L35	Acanthamoeba polyphaga mimivirus (APMV)	212035	493	58,213					15486256
Q5UQA0	YL536_MIMIV	Uncharacterized protein L536	MIMI_L536	Acanthamoeba polyphaga mimivirus (APMV)	212035	169	19,930			integral component of membrane [GO:0016021]		15486256
Q5UP86	YL012_MIMIV	Uncharacterized protein L12	MIMI_L12	Acanthamoeba polyphaga mimivirus (APMV)	212035	487	57,085					15486256
Q5UNU6	YL683_MIMIV	Uncharacterized protein L683	MIMI_L683	Acanthamoeba polyphaga mimivirus (APMV)	212035	222	26,445					15486256
Q5UQM9	YL426_MIMIV	Uncharacterized protein L426	MIMI_L426	Acanthamoeba polyphaga mimivirus (APMV)	212035	227	27,672					15486256
Q5UP33	YR827_MIMIV	Uncharacterized protein R827	MIMI_R827	Acanthamoeba polyphaga mimivirus (APMV)	212035	297	33,849					15486256
Q5UNV3	YL690_MIMIV	Uncharacterized protein L690	MIMI_L690	Acanthamoeba polyphaga mimivirus (APMV)	212035	374	40,921			virion [GO:0019012]		15486256; 16971431
Q5UP93	YL017_MIMIV	Uncharacterized protein L17	MIMI_L17	Acanthamoeba polyphaga mimivirus (APMV)	212035	356	41,600					15486256
Q5UQH6	YR821_MIMIV	Uncharacterized protein R821	MIMI_R821	Acanthamoeba polyphaga mimivirus (APMV)	212035	556	64,414					15486256
Q5UPE7	YL068_MIMIV	Uncharacterized protein L68	MIMI_L68	Acanthamoeba polyphaga mimivirus (APMV)	212035	241	28,496			integral component of membrane [GO:0016021]		15486256
Q5UQI2	YR809_MIMIV	Uncharacterized protein R809	MIMI_R809	Acanthamoeba polyphaga mimivirus (APMV)	212035	229	27,318			integral component of membrane [GO:0016021]		15486256
Q5UR09	YR648_MIMIV	Uncharacterized protein R648	MIMI_R648	Acanthamoeba polyphaga mimivirus (APMV)	212035	400	43,404			virion [GO:0019012]		15486256; 16971431
Q5UP55	YR595_MIMIV	Uncharacterized protein R595	MIMI_R595	Acanthamoeba polyphaga mimivirus (APMV)	212035	294	34,159			integral component of membrane [GO:0016021]		15486256
Q5UQD0	YR459_MIMIV	Uncharacterized protein R459	MIMI_R459	Acanthamoeba polyphaga mimivirus (APMV)	212035	194	21,802			virion [GO:0019012]		15486256; 16971431
Q5UQP5	YR457_MIMIV	Uncharacterized protein R457	MIMI_R457	Acanthamoeba polyphaga mimivirus (APMV)	212035	189	21,376			virion [GO:0019012]		15486256; 16971431
Q5UNW2	YR706_MIMIV	Uncharacterized protein R706	MIMI_R706	Acanthamoeba polyphaga mimivirus (APMV)	212035	420	49,938			virion [GO:0019012]		15486256; 16971431
Q5UQ52	YR708_MIMIV	Uncharacterized phosphoglycerate mutase family protein R708	MIMI_R708	Acanthamoeba polyphaga mimivirus (APMV)	212035	204	24,090					15486256
Q5UQ74	YR508_MIMIV	Putative SWIB domain-containing protein R508	MIMI_R508	Acanthamoeba polyphaga mimivirus (APMV)	212035	335	38,296					15486256
Q5UQ79	YL516_MIMIV	Uncharacterized protein L516	MIMI_L516	Acanthamoeba polyphaga mimivirus (APMV)	212035	650	77,005			virion [GO:0019012]		15486256; 16971431
Q5UQZ3	YL899_MIMIV	Uncharacterized protein L899	MIMI_L899	Acanthamoeba polyphaga mimivirus (APMV)	212035	161	18,382			virion [GO:0019012]		15486256; 16971431
Q5UPM2	YR160_MIMIV	Uncharacterized protein R160	MIMI_R160	Acanthamoeba polyphaga mimivirus (APMV)	212035	433	51,080			virion [GO:0019012]		15486256; 16971431
Q5UQN8	YL438_MIMIV	Putative TLC domain-containing protein L438	MIMI_L438	Acanthamoeba polyphaga mimivirus (APMV)	212035	200	24,078			integral component of membrane [GO:0016021]		15486256
Q5UPL7	YL153_MIMIV	Uncharacterized protein L153	MIMI_L153	Acanthamoeba polyphaga mimivirus (APMV)	212035	152	17,611			integral component of membrane [GO:0016021]		15486256
Q5UP09	YR753_MIMIV	Putative F-box/LRR-repeat protein R753	MIMI_R753	Acanthamoeba polyphaga mimivirus (APMV)	212035	751	87,301					15486256
Q5UNZ6	YL742_MIMIV	Putative BTB/POZ domain-containing protein L742	MIMI_L742	Acanthamoeba polyphaga mimivirus (APMV)	212035	449	52,236		protein homooligomerization [GO:0051260]			15486256
Q5UQA8	YR541_MIMIV	Putative BTB/POZ domain-containing protein R541	MIMI_R541	Acanthamoeba polyphaga mimivirus (APMV)	212035	459	54,813		protein homooligomerization [GO:0051260]			15486256
Q5UPV9	YL275_MIMIV	Putative BTB/POZ domain-containing protein L275	MIMI_L275	Acanthamoeba polyphaga mimivirus (APMV)	212035	435	51,177		protein homooligomerization [GO:0051260]			15486256
Q5UQF8	YL488_MIMIV	Uncharacterized protein L488	MIMI_L488	Acanthamoeba polyphaga mimivirus (APMV)	212035	559	63,172			virion [GO:0019012]		15486256; 16971431
Q5UR50	YL567_MIMIV	Uncharacterized protein L567	MIMI_L567	Acanthamoeba polyphaga mimivirus (APMV)	212035	320	37,169			virion [GO:0019012]		15486256; 16971431
Q5UQL0	YL410_MIMIV	Putative core protein L410	MIMI_L410	Acanthamoeba polyphaga mimivirus (APMV)	212035	661	75,338			virion [GO:0019012]		15486256; 16971431
Q5UP70	YL606_MIMIV	Uncharacterized protein L606	MIMI_L606	Acanthamoeba polyphaga mimivirus (APMV)	212035	186	22,214			integral component of membrane [GO:0016021]		15486256
B4YNE7	V7_SPTNK	Uncharacterized protein V7	ORF7	Sputnik virophage	543939	236	24,032					18690211
B4YNF1	V11_SPTNK	Uncharacterized protein V11		Sputnik virophage	543939	162	19,445					18690211
B4YNF4	V14_SPTNK	Uncharacterized protein V14		Sputnik virophage	543939	114	13,960					18690211
B4YNF3	V13_SPTNK	Putative helicase V13 (EC 3.6.4.-)		Sputnik virophage	543939	779	91,136	3.6.4.-	DNA replication [GO:0006260]		ATP binding [GO:0005524]; hydrolase activity [GO:0016787]	18690211
B4YNF9	V19_SPTNK	Structural protein V19	ORF19	Sputnik virophage	543939	218	24,859			virion [GO:0019012]		18690211
B4YNE5	V5_SPTNK	Uncharacterized protein V5	ORF5	Sputnik virophage	543939	119	14,580					18690211
B4YNE9	V9_SPTNK	Uncharacterized protein V9		Sputnik virophage	543939	175	21,099					18690211
B4YNE3	V3_SPTNK	Uncharacterized protein V3	ORF3	Sputnik virophage	543939	245	28,094					18690211
B4YNF6	V16_SPTNK	Uncharacterized protein V16	ORF16	Sputnik virophage	543939	130	15,477					18690211
B4YNE4	V4_SPTNK	Uncharacterized protein V4	ORF4	Sputnik virophage	543939	139	16,053					18690211
B4YNE6	V6_SPTNK	Collagen-like protein V6	ORF6	Sputnik virophage	543939	310	30,899					18690211
B4YNF5	V15_SPTNK	Uncharacterized protein V15	ORF15	Sputnik virophage	543939	109	12,831			integral component of membrane [GO:0016021]		18690211
B4YNE1	V1_SPTNK	Uncharacterized protein V1	ORF1	Sputnik virophage	543939	144	15,306					18690211
B4YNF7	V17_SPTNK	Uncharacterized protein V17	ORF17	Sputnik virophage	543939	88	10,604					18690211
B4YNF8	V18_SPTNK	Uncharacterized protein V18	ORF18	Sputnik virophage	543939	167	18,741					18690211
B4YNE8	V8_SPTNK	Structural protein V8		Sputnik virophage	543939	184	19,765			virion [GO:0019012]		18690211
B4YNG1	V21_SPTNK	Uncharacterized protein V21	ORF21	Sputnik virophage	543939	442	51,603					18690211
B4YNE2	V2_SPTNK	Uncharacterized protein V2	ORF2	Sputnik virophage	543939	114	13,463					18690211
Q5UR26	VF546_MIMIV	Uncharacterized protein R546	MIMI_R546	Acanthamoeba polyphaga mimivirus (APMV)	212035	213	23,850					15486256
B4YNF2	VF546_SPTNK	Uncharacterized protein V12		Sputnik virophage	543939	152	17,783					18690211
Q5UP77	YL002_MIMIV	Uncharacterized Bro-N domain-containing protein L2	MIMI_L2	Acanthamoeba polyphaga mimivirus (APMV)	212035	246	28,889					15486256
Q5UP94	YL016_MIMIV	Uncharacterized protein L16	MIMI_L16	Acanthamoeba polyphaga mimivirus (APMV)	212035	269	32,402					15486256
Q5UP91	YL019_MIMIV	Uncharacterized protein L19	MIMI_L19	Acanthamoeba polyphaga mimivirus (APMV)	212035	123	14,540					15486256
Q5UPA7	YL030_MIMIV	Uncharacterized protein L30	MIMI_L30	Acanthamoeba polyphaga mimivirus (APMV)	212035	152	17,939					15486256
Q5UPB6	YL045_MIMIV	Putative ankyrin repeat protein L45	MIMI_L45	Acanthamoeba polyphaga mimivirus (APMV)	212035	227	26,145					15486256
Q5UPC4	YL048_MIMIV	Uncharacterized protein L48	MIMI_L48	Acanthamoeba polyphaga mimivirus (APMV)	212035	120	14,578			virion [GO:0019012]		15486256; 16971431
Q5UPD1	YL051_MIMIV	Uncharacterized protein L51	MIMI_L51	Acanthamoeba polyphaga mimivirus (APMV)	212035	159	18,547					15486256
Q5UPJ0	YL108_MIMIV	Uncharacterized protein L108	MIMI_L108	Acanthamoeba polyphaga mimivirus (APMV)	212035	273	31,777					15486256
Q5UPI7	YL111_MIMIV	Uncharacterized protein L111	MIMI_L111	Acanthamoeba polyphaga mimivirus (APMV)	212035	374	43,804					15486256
Q5UPI6	YL112_MIMIV	Putative ankyrin repeat protein L112	MIMI_L112	Acanthamoeba polyphaga mimivirus (APMV)	212035	457	51,942					15486256
Q5URA4	YL144_MIMIV	Uncharacterized protein L144	MIMI_L144	Acanthamoeba polyphaga mimivirus (APMV)	212035	233	27,523					15486256
Q5UQE7	YL479_MIMIV	Uncharacterized protein L479	MIMI_L479	Acanthamoeba polyphaga mimivirus (APMV)	212035	251	28,817					15486256
Q5UP88	YR010_MIMIV	Uncharacterized protein R10	MIMI_R10	Acanthamoeba polyphaga mimivirus (APMV)	212035	376	44,433					15486256
Q5UPA8	YR029_MIMIV	Uncharacterized protein R29	MIMI_R29	Acanthamoeba polyphaga mimivirus (APMV)	212035	108	12,673					15486256
Q5UPB7	YR044_MIMIV	Uncharacterized protein R44	MIMI_R44	Acanthamoeba polyphaga mimivirus (APMV)	212035	215	25,787					15486256
Q5UPF0	YR073_MIMIV	Uncharacterized protein R73	MIMI_R73	Acanthamoeba polyphaga mimivirus (APMV)	212035	232	27,261					15486256
Q5UPH4	YR096_MIMIV	Putative ankyrin repeat protein R96	MIMI_R96	Acanthamoeba polyphaga mimivirus (APMV)	212035	1015	118,433					15486256
Q5UPH8	YR106_MIMIV	Uncharacterized protein R106	MIMI_R106	Acanthamoeba polyphaga mimivirus (APMV)	212035	421	49,472					15486256
Q5UPJ5	YR119_MIMIV	Uncharacterized protein R119	MIMI_R119	Acanthamoeba polyphaga mimivirus (APMV)	212035	165	19,609			integral component of membrane [GO:0016021]		15486256
Q5UPK5	YR130_MIMIV	Uncharacterized protein R130	MIMI_R130	Acanthamoeba polyphaga mimivirus (APMV)	212035	237	28,309					15486256
Q5UPL4	YR133_MIMIV	Uncharacterized protein R133	MIMI_R133	Acanthamoeba polyphaga mimivirus (APMV)	212035	127	15,223					15486256
Q5URB2	YR188_MIMIV	Uncharacterized protein R188	MIMI_R188	Acanthamoeba polyphaga mimivirus (APMV)	212035	509	57,006			virion [GO:0019012]	oxidoreductase activity [GO:0016491]	15486256; 16971431
Q5UPY7	YR306_MIMIV	Uncharacterized protein R306	MIMI_R306	Acanthamoeba polyphaga mimivirus (APMV)	212035	111	12,879				catalytic activity [GO:0003824]	15486256
Q5UPZ8	YR317_MIMIV	Uncharacterized protein R317	MIMI_R317	Acanthamoeba polyphaga mimivirus (APMV)	212035	230	26,899					15486256
Q5UQR5	YR326_MIMIV	Uncharacterized protein R326	MIMI_R326	Acanthamoeba polyphaga mimivirus (APMV)	212035	442	52,744			virion [GO:0019012]		15486256; 16971431
Q5UQS4	YR329_MIMIV	Uncharacterized protein R329	MIMI_R329	Acanthamoeba polyphaga mimivirus (APMV)	212035	177	20,898					15486256
Q5UQT0	YR337_MIMIV	Uncharacterized cullin-like protein R337	MIMI_R337	Acanthamoeba polyphaga mimivirus (APMV)	212035	281	31,628		ubiquitin-dependent protein catabolic process [GO:0006511]		ubiquitin protein ligase binding [GO:0031625]	15486256
Q5UQT5	YR345_MIMIV	Uncharacterized protein R345	MIMI_R345	Acanthamoeba polyphaga mimivirus (APMV)	212035	984	107,451			virion [GO:0019012]		15486256; 16971431
Q5UQU3	YR349_MIMIV	Uncharacterized protein R349	MIMI_R349	Acanthamoeba polyphaga mimivirus (APMV)	212035	964	111,213				ubiquitin-protein transferase activity [GO:0004842]	15486256
Q5UQU1	YR351_MIMIV	Uncharacterized protein R351	MIMI_R351	Acanthamoeba polyphaga mimivirus (APMV)	212035	385	44,390					15486256
Q5UR21	YR365_MIMIV	Uncharacterized protein R365	MIMI_R365	Acanthamoeba polyphaga mimivirus (APMV)	212035	264	31,309					15486256
Q5UQV5	YR369_MIMIV	Uncharacterized protein R369	MIMI_R369	Acanthamoeba polyphaga mimivirus (APMV)	212035	445	51,427					15486256
Q5UQV8	YR379_MIMIV	Uncharacterized protein R379	MIMI_R379	Acanthamoeba polyphaga mimivirus (APMV)	212035	304	35,748					15486256
Q5UQX0	YR383_MIMIV	Uncharacterized protein R383	MIMI_R383	Acanthamoeba polyphaga mimivirus (APMV)	212035	348	40,346			virion [GO:0019012]		15486256; 16971431
Q5UQJ5	YR401_MIMIV	Uncharacterized protein R401	MIMI_R401	Acanthamoeba polyphaga mimivirus (APMV)	212035	226	26,580			integral component of membrane [GO:0016021]		15486256
Q5UQL1	YR409_MIMIV	Uncharacterized protein R409	MIMI_R409	Acanthamoeba polyphaga mimivirus (APMV)	212035	185	20,862					15486256
Q5UQL9	YR423_MIMIV	Uncharacterized protein R423	MIMI_R423	Acanthamoeba polyphaga mimivirus (APMV)	212035	530	62,410					15486256
Q5UQN1	YR435_MIMIV	Uncharacterized protein R435	MIMI_R435	Acanthamoeba polyphaga mimivirus (APMV)	212035	407	47,400					15486256
Q5UQ67	YR506_MIMIV	Uncharacterized protein R506	MIMI_R506	Acanthamoeba polyphaga mimivirus (APMV)	212035	320	36,644					15486256
Q5UQ82	YR513_MIMIV	Uncharacterized protein R513	MIMI_R513	Acanthamoeba polyphaga mimivirus (APMV)	212035	168	18,141			integral component of membrane [GO:0016021]		15486256
Q5UQ87	YR522_MIMIV	Uncharacterized protein R522	MIMI_R522	Acanthamoeba polyphaga mimivirus (APMV)	212035	264	31,002					15486256
Q5UQA1	YR535_MIMIV	Uncharacterized protein R535	MIMI_R535	Acanthamoeba polyphaga mimivirus (APMV)	212035	356	41,693					15486256
Q5UR35	YR553_MIMIV	Uncharacterized protein R553	MIMI_R553	Acanthamoeba polyphaga mimivirus (APMV)	212035	518	56,724			virion [GO:0019012]		15486256; 16971431
Q5UR32	YR556_MIMIV	Uncharacterized protein R556	MIMI_R556	Acanthamoeba polyphaga mimivirus (APMV)	212035	293	34,745					15486256
